data_trimestre;trimestre;canal_acesso;tipo_transacao;detalhe_caixa_eletronico;qtd_transacoes;valor_transacoes
2022-12-31;4;Centrais de Atendimento;Outras Financeiras;Não aplicável;370107;157211921181.33
2022-12-31;4;Posto de Atendimento Cooperativo;Depósito;Não aplicável;17537096;16591075517.64
2022-12-31;4;Caixa Eletrônico;Boletos e Convênios;Caixa Eletrônico / Acesso Restrito;32044342;21940907904.70
2022-12-31;4;Centrais de Atendimento;Pix;Não aplicável;94;20921500.11
2022-12-31;4;Correspondentes no País;Empréstimos e Financiamentos;Não aplicável;16970778;61120851954.75
2022-12-31;4;Agências;Empréstimos e Financiamentos;Não aplicável;172319489;546738641370.64
2022-12-31;4;Centrais de Atendimento;Consulta Saldo/Extrato;Não aplicável;31782652;0.00
2022-12-31;4;Agências;Saque;Não aplicável;42100533;273057372287.24
2022-12-31;4;Caixa Eletrônico;Depósito;Caixa Eletrônico / Banco24Horas (Terceiros);4202903;4027069001.00
2022-12-31;4;Correspondentes no País;Saque;Não aplicável;127452802;78571401752.29
2022-12-31;4;Correspondentes no País;Outras Financeiras;Não aplicável;104145;412274658.23
2022-12-31;4;Caixa Eletrônico;Ordem de Transferência de Crédito;Caixa Eletrônico / Acesso Restrito;13084511;28455343829.59
2022-12-31;4;Posto de Atendimento Cooperativo;Outras Financeiras;Não aplicável;42127;710346580.54
2022-12-31;4;Correspondentes no País;Pix;Não aplicável;22942;7142755.43
2022-12-31;4;Caixa Eletrônico;Ordem de Transferência de Crédito;Caixa Eletrônico / Cartão Próprio;4037014;6699087959.17
2022-12-31;4;Caixa Eletrônico;Empréstimos e Financiamentos;Caixa Eletrônico / Acesso Restrito;9223555;3550705043.61
2022-12-31;4;Centrais de Atendimento;Outras não Financeiras;Não aplicável;30455817;0.00
2022-12-31;4;Aplicativo do Banco (Mobile Banking);Empréstimos e Financiamentos;Não aplicável;223609627;67475478637.84
2022-12-31;4;Caixa Eletrônico;Saque;Caixa Eletrônico / Cartão Próprio;98711691;55745576506.44
2022-12-31;4;Caixa Eletrônico;Consulta Saldo/Extrato;Caixa Eletrônico / Banco24Horas (Terceiros);103084491;0.00
2022-12-31;4;Caixa Eletrônico;Depósito;Caixa Eletrônico / Cartão Próprio;37255631;45271147673.67
2022-12-31;4;Caixa Eletrônico;Outras Financeiras;Caixa Eletrônico / Banco24Horas (Terceiros);2954;27095.00
2023-03-31;1;Agências;Depósito;Não aplicável;34711824;2639610925883.84
2023-03-31;1;Site do Banco (Internet Banking);Boletos e Convênios;Não aplicável;358986257;1439415850495.63
2023-03-31;1;Caixa Eletrônico;Consulta Saldo/Extrato;Caixa Eletrônico / Acesso Restrito;181117440;0.00
2023-03-31;1;Agências;Ordem de Transferência de Crédito;Não aplicável;51792251;3175688394101.03
2023-03-31;1;Site do Banco (Internet Banking);Consulta Saldo/Extrato;Não aplicável;1967816720;0.00
2023-03-31;1;Caixa Eletrônico;Saque;Caixa Eletrônico / Acesso Restrito;227122777;142236648055.34
2023-03-31;1;Centrais de Atendimento;Consulta Saldo/Extrato;Não aplicável;27632045;0.00
2023-03-31;1;Caixa Eletrônico;Empréstimos e Financiamentos;Caixa Eletrônico / Acesso Restrito;9216438;3855845720.22
2023-03-31;1;Posto de Atendimento Cooperativo;Outras Financeiras;Não aplicável;131560;2131743397.68
2023-03-31;1;Posto de Atendimento Cooperativo;Boletos e Convênios;Não aplicável;20153996;32981660881.73
2023-03-31;1;Caixa Eletrônico;Ordem de Transferência de Crédito;Caixa Eletrônico / Cartão Próprio;3582684;5898561557.18
2023-03-31;1;Correspondentes no País;Outras não Financeiras;Não aplicável;1681910;0.00
2023-03-31;1;Correspondentes no País;Consulta Saldo/Extrato;Não aplicável;15823036;0.00
2023-03-31;1;Correspondentes no País;Depósito;Não aplicável;101843491;64614355053.36
2023-03-31;1;Aplicativo do Banco (Mobile Banking);Saques via Pix;Não aplicável;1365877;242342689.02
2023-03-31;1;Posto de Atendimento Cooperativo;Ordem de Transferência de Crédito;Não aplicável;4748347;84088878157.88
2023-03-31;1;Correspondentes no País;Pix;Não aplicável;16149;6462100.23
2023-03-31;1;Centrais de Atendimento;Outras não Financeiras;Não aplicável;30244485;0.00
2023-03-31;1;Centrais de Atendimento;Ordem de Transferência de Crédito;Não aplicável;122765;15352295947.46
2023-03-31;1;Caixa Eletrônico;Saque;Caixa Eletrônico / Banco24Horas (Terceiros);265668989;91898853980.05
2023-03-31;1;Caixa Eletrônico;Boletos e Convênios;Caixa Eletrônico / Acesso Restrito;34090566;24142942822.51
2023-03-31;1;Correspondentes no País;Boletos e Convênios;Não aplicável;310530619;118458129534.23
2023-03-31;1;Caixa Eletrônico;Ordem de Transferência de Crédito;Caixa Eletrônico / Banco24Horas (Terceiros);446384;439541784.10
2023-03-31;1;Correspondentes no País;Ordem de Transferência de Crédito;Não aplicável;369233;1072224152.14
2023-03-31;1;Centrais de Atendimento;Outras Financeiras;Não aplicável;310369;127092086649.13
2023-03-31;1;Caixa Eletrônico;Saque;Caixa Eletrônico / Cartão Próprio;85676526;48276706772.82
2023-03-31;1;Correspondentes no País;Outras Financeiras;Não aplicável;291243;460015673.28
2023-03-31;1;Aplicativo do Banco (Mobile Banking);Consulta Saldo/Extrato;Não aplicável;20029164726;0.00
2023-03-31;1;Posto de Atendimento Cooperativo;Saque;Não aplicável;45554825;16764370935.09
2023-03-31;1;Caixa Eletrônico;Pix;Caixa Eletrônico / Banco24Horas (Terceiros);750451;179441300.00
2023-03-31;1;Agências;Consulta Saldo/Extrato;Não aplicável;128246957;0.00
2023-03-31;1;Site do Banco (Internet Banking);Outras não Financeiras;Não aplicável;954614359;0.00
2023-03-31;1;Caixa Eletrônico;Depósito;Caixa Eletrônico / Banco24Horas (Terceiros);4418745;4077732194.00
2023-03-31;1;Centrais de Atendimento;Empréstimos e Financiamentos;Não aplicável;978164;14714488393.74
2023-03-31;1;Site do Banco (Internet Banking);Ordem de Transferência de Crédito;Não aplicável;201478103;6662273981856.96
2023-03-31;1;Caixa Eletrônico;Ordem de Transferência de Crédito;Caixa Eletrônico / Acesso Restrito;12267870;26939771121.40
2023-03-31;1;Aplicativo do Banco (Mobile Banking);Outras não Financeiras;Não aplicável;3907632821;0.00
2023-03-31;1;Caixa Eletrônico;Outras não Financeiras;Caixa Eletrônico / Acesso Restrito;98436422;0.00
2023-03-31;1;Caixa Eletrônico;Empréstimos e Financiamentos;Caixa Eletrônico / Cartão Próprio;1000954;1351389367.89
2023-03-31;1;Aplicativo do Banco (Mobile Banking);Boletos e Convênios;Não aplicável;1101755086;696074689992.03
2023-03-31;1;Caixa Eletrônico;Boletos e Convênios;Caixa Eletrônico / Banco24Horas (Terceiros);735516;56641021080.51
2023-03-31;1;Site do Banco (Internet Banking);Outras Financeiras;Não aplicável;611614847;1852667729987.17
2023-03-31;1;Agências;Pix;Não aplicável;18771201;12910710548.08
2023-03-31;1;Aplicativo do Banco (Mobile Banking);Ordem de Transferência de Crédito;Não aplicável;327504002;907774183144.91
2023-03-31;1;Caixa Eletrônico;Outras Financeiras;Caixa Eletrônico / Banco24Horas (Terceiros);2371;185589.00
2023-03-31;1;Agências;Saque;Não aplicável;40538533;248315037747.04
2023-03-31;1;Site do Banco (Internet Banking);Pix;Não aplicável;169161566;909319621004.82
2023-03-31;1;Caixa Eletrônico;Boletos e Convênios;Caixa Eletrônico / Cartão Próprio;13593168;8003362944.27
2023-03-31;1;Caixa Eletrônico;Outras Financeiras;Caixa Eletrônico / Acesso Restrito;1105737;7037920418.93
2023-03-31;1;Caixa Eletrônico;Outras Financeiras;Caixa Eletrônico / Cartão Próprio;921487;30106820729.53
2023-03-31;1;Agências;Empréstimos e Financiamentos;Não aplicável;173506441;457879688904.30
2023-03-31;1;Caixa Eletrônico;Outras não Financeiras;Caixa Eletrônico / Cartão Próprio;8361738;0.00
2023-03-31;1;Agências;Outras não Financeiras;Não aplicável;58383365;0.00
2023-03-31;1;Correspondentes no País;Empréstimos e Financiamentos;Não aplicável;17623401;61861300390.04
2023-03-31;1;Aplicativo do Banco (Mobile Banking);Outras Financeiras;Não aplicável;675615007;224674377834.47
2023-03-31;1;Correspondentes no País;Saque;Não aplicável;125395002;77848523715.78
2023-03-31;1;Site do Banco (Internet Banking);Empréstimos e Financiamentos;Não aplicável;44050597;133016629597.58
2023-03-31;1;Posto de Atendimento Cooperativo;Depósito;Não aplicável;17609995;15691343086.20
2023-03-31;1;Caixa Eletrônico;Empréstimos e Financiamentos;Caixa Eletrônico / Banco24Horas (Terceiros);149949;345554880.08
2023-03-31;1;Site do Banco (Internet Banking);Saques via Pix;Não aplicável;14;2082.75
2023-03-31;1;Caixa Eletrônico;Depósito;Caixa Eletrônico / Cartão Próprio;34512022;41057226180.61
2023-03-31;1;Caixa Eletrônico;Consulta Saldo/Extrato;Caixa Eletrônico / Cartão Próprio;212641909;0.00
2023-03-31;1;Caixa Eletrônico;Outras não Financeiras;Caixa Eletrônico / Banco24Horas (Terceiros);28265;0.00
2023-03-31;1;Centrais de Atendimento;Boletos e Convênios;Não aplicável;139036;299573134.39
2023-03-31;1;Caixa Eletrônico;Consulta Saldo/Extrato;Caixa Eletrônico / Banco24Horas (Terceiros);95506349;0.00
2023-03-31;1;Caixa Eletrônico;Depósito;Caixa Eletrônico / Acesso Restrito;136980301;138753446535.07
2023-03-31;1;Aplicativo do Banco (Mobile Banking);Empréstimos e Financiamentos;Não aplicável;232745909;74690451141.73
2023-03-31;1;Agências;Outras Financeiras;Não aplicável;205764817;4135535832728.99
2023-03-31;1;Aplicativo do Banco (Mobile Banking);Pix;Não aplicável;7124428598;1947470321132.41
2023-03-31;1;Agências;Boletos e Convênios;Não aplicável;57147435;123846841762.47
2023-06-30;2;Caixa Eletrônico;Saque;Caixa Eletrônico / Acesso Restrito;232406733;149313630655.55
2023-06-30;2;Posto de Atendimento Cooperativo;Boletos e Convênios;Não aplicável;21586618;41991867506.32
2023-06-30;2;Caixa Eletrônico;Depósito;Caixa Eletrônico / Acesso Restrito;135220492;126259668709.27
2023-06-30;2;Aplicativo do Banco (Mobile Banking);Outras Financeiras;Não aplicável;699994406;231963342949.85
2023-06-30;2;Site do Banco (Internet Banking);Saques via Pix;Não aplicável;29;4009.84
2023-06-30;2;Agências;Boletos e Convênios;Não aplicável;48656859;122266280728.27
2023-06-30;2;Agências;Pix;Não aplicável;76396430;19896369136.85
2023-06-30;2;Agências;Depósito;Não aplicável;34960600;2359340230340.84
2023-06-30;2;Posto de Atendimento Cooperativo;Depósito;Não aplicável;20220478;17792978517.29
2023-06-30;2;Aplicativo do Banco (Mobile Banking);Ordem de Transferência de Crédito;Não aplicável;317294973;925353768035.51
2023-06-30;2;Aplicativo do Banco (Mobile Banking);Pix;Não aplicável;8266045777;2144585448127.39
2023-06-30;2;Caixa Eletrônico;Ordem de Transferência de Crédito;Caixa Eletrônico / Cartão Próprio;3494108;5911333626.34
2023-06-30;2;Caixa Eletrônico;Outras Financeiras;Caixa Eletrônico / Acesso Restrito;1116786;26006837456.01
2023-06-30;2;Centrais de Atendimento;Outras não Financeiras;Não aplicável;28824394;0.00
2023-06-30;2;Correspondentes no País;Consulta Saldo/Extrato;Não aplicável;16020674;0.00
2023-06-30;2;Agências;Empréstimos e Financiamentos;Não aplicável;172781706;497268869975.31
2023-06-30;2;Aplicativo do Banco (Mobile Banking);Empréstimos e Financiamentos;Não aplicável;198977628;73277906829.70
2023-06-30;2;Caixa Eletrônico;Depósito;Caixa Eletrônico / Banco24Horas (Terceiros);4919278;4316676719.00
2023-06-30;2;Posto de Atendimento Cooperativo;Saque;Não aplicável;49653226;17643397933.18
2023-06-30;2;Agências;Ordem de Transferência de Crédito;Não aplicável;51767351;3302215150346.10
2023-06-30;2;Aplicativo do Banco (Mobile Banking);Consulta Saldo/Extrato;Não aplicável;20959203556;0.00
2023-06-30;2;Centrais de Atendimento;Boletos e Convênios;Não aplicável;124293;219507377.54
2023-06-30;2;Agências;Outras não Financeiras;Não aplicável;58681927;0.00
2023-06-30;2;Caixa Eletrônico;Depósito;Caixa Eletrônico / Cartão Próprio;35102799;40606877881.11
2023-06-30;2;Caixa Eletrônico;Outras Financeiras;Caixa Eletrônico / Cartão Próprio;873522;30328021795.75
2023-06-30;2;Centrais de Atendimento;Consulta Saldo/Extrato;Não aplicável;26588370;0.00
2023-06-30;2;Caixa Eletrônico;Boletos e Convênios;Caixa Eletrônico / Cartão Próprio;12032544;6954350593.06
2023-06-30;2;Posto de Atendimento Cooperativo;Outras Financeiras;Não aplicável;177767;3095933074.73
2023-06-30;2;Site do Banco (Internet Banking);Outras não Financeiras;Não aplicável;908857146;0.00
2023-06-30;2;Correspondentes no País;Outras não Financeiras;Não aplicável;1547958;0.00
2023-06-30;2;Aplicativo do Banco (Mobile Banking);Saques via Pix;Não aplicável;1630738;285220397.06
2023-06-30;2;Correspondentes no País;Empréstimos e Financiamentos;Não aplicável;17365595;69760680340.15
2023-06-30;2;Caixa Eletrônico;Outras Financeiras;Caixa Eletrônico / Banco24Horas (Terceiros);1573;5731.00
2023-06-30;2;Caixa Eletrônico;Pix;Caixa Eletrônico / Banco24Horas (Terceiros);919973;237578660.00
2023-06-30;2;Posto de Atendimento Cooperativo;Empréstimos e Financiamentos;Não aplicável;2431;9654080.18
2023-06-30;2;Caixa Eletrônico;Empréstimos e Financiamentos;Caixa Eletrônico / Cartão Próprio;834298;1553861397.26
2023-06-30;2;Caixa Eletrônico;Saque;Caixa Eletrônico / Cartão Próprio;85038759;49729919578.32
2023-06-30;2;Site do Banco (Internet Banking);Boletos e Convênios;Não aplicável;349288338;1450491980144.61
2023-06-30;2;Caixa Eletrônico;Consulta Saldo/Extrato;Caixa Eletrônico / Banco24Horas (Terceiros);96206737;0.00
2023-06-30;2;Caixa Eletrônico;Empréstimos e Financiamentos;Caixa Eletrônico / Acesso Restrito;8370225;3610520831.16
2023-06-30;2;Correspondentes no País;Depósito;Não aplicável;98252333;65027491099.92
2023-06-30;2;Correspondentes no País;Boletos e Convênios;Não aplicável;263808383;100450286079.14
2023-06-30;2;Site do Banco (Internet Banking);Empréstimos e Financiamentos;Não aplicável;43567677;132193911883.41
2023-06-30;2;Correspondentes no País;Saque;Não aplicável;124333416;78522425966.69
2023-06-30;2;Caixa Eletrônico;Ordem de Transferência de Crédito;Caixa Eletrônico / Acesso Restrito;11503485;27720624140.54
2023-06-30;2;Correspondentes no País;Ordem de Transferência de Crédito;Não aplicável;378406;1150974050.60
2023-06-30;2;Site do Banco (Internet Banking);Ordem de Transferência de Crédito;Não aplicável;202518011;7024211289119.79
2023-06-30;2;Centrais de Atendimento;Outras Financeiras;Não aplicável;314545;133939514349.39
2023-06-30;2;Caixa Eletrônico;Consulta Saldo/Extrato;Caixa Eletrônico / Acesso Restrito;192863410;0.00
2023-06-30;2;Correspondentes no País;Outras Financeiras;Não aplicável;301394;293823333.98
2023-06-30;2;Agências;Outras Financeiras;Não aplicável;201931400;3847110400231.52
2023-06-30;2;Caixa Eletrônico;Outras não Financeiras;Caixa Eletrônico / Acesso Restrito;94337905;0.00
2023-06-30;2;Caixa Eletrônico;Consulta Saldo/Extrato;Caixa Eletrônico / Cartão Próprio;212282250;0.00
2023-06-30;2;Caixa Eletrônico;Ordem de Transferência de Crédito;Caixa Eletrônico / Banco24Horas (Terceiros);459661;451268386.13
2023-06-30;2;Caixa Eletrônico;Outras não Financeiras;Caixa Eletrônico / Banco24Horas (Terceiros);27541;0.00
2023-06-30;2;Site do Banco (Internet Banking);Consulta Saldo/Extrato;Não aplicável;1775950387;0.00
2023-06-30;2;Caixa Eletrônico;Outras não Financeiras;Caixa Eletrônico / Cartão Próprio;7658635;0.00
2023-06-30;2;Caixa Eletrônico;Boletos e Convênios;Caixa Eletrônico / Banco24Horas (Terceiros);734442;161994405575.80
2023-06-30;2;Centrais de Atendimento;Ordem de Transferência de Crédito;Não aplicável;116363;13481913942.69
2023-06-30;2;Correspondentes no País;Pix;Não aplicável;5910;2025862.08
2023-06-30;2;Caixa Eletrônico;Saque;Caixa Eletrônico / Banco24Horas (Terceiros);267013011;91476868954.00
2023-06-30;2;Site do Banco (Internet Banking);Pix;Não aplicável;189999749;1050011590238.27
2023-06-30;2;Aplicativo do Banco (Mobile Banking);Outras não Financeiras;Não aplicável;3833103114;0.00
2023-06-30;2;Caixa Eletrônico;Boletos e Convênios;Caixa Eletrônico / Acesso Restrito;29048880;19729916953.87
2023-06-30;2;Site do Banco (Internet Banking);Outras Financeiras;Não aplicável;663625354;1900462231345.14
2023-06-30;2;Centrais de Atendimento;Empréstimos e Financiamentos;Não aplicável;1009488;15079603973.92
2023-06-30;2;Aplicativo do Banco (Mobile Banking);Boletos e Convênios;Não aplicável;1103649482;698321431943.24
2023-06-30;2;Caixa Eletrônico;Empréstimos e Financiamentos;Caixa Eletrônico / Banco24Horas (Terceiros);131933;298681635.14
2023-06-30;2;Agências;Consulta Saldo/Extrato;Não aplicável;122580371;0.00
2023-06-30;2;Posto de Atendimento Cooperativo;Ordem de Transferência de Crédito;Não aplicável;4906292;99925962355.09
2023-06-30;2;Agências;Saque;Não aplicável;40787264;256293225987.31
2023-09-30;3;Caixa Eletrônico;Ordem de Transferência de Crédito;Caixa Eletrônico / Acesso Restrito;11008882;25617874025.58
2023-09-30;3;Posto de Atendimento Cooperativo;Saque;Não aplicável;55398692;17851985898.26
2023-09-30;3;Caixa Eletrônico;Depósito;Caixa Eletrônico / Banco24Horas (Terceiros);5603567;4690637705.00
2023-09-30;3;Caixa Eletrônico;Outras não Financeiras;Caixa Eletrônico / Cartão Próprio;6890287;0.00
2023-09-30;3;Correspondentes no País;Consulta Saldo/Extrato;Não aplicável;15288746;0.00
2023-09-30;3;Caixa Eletrônico;Boletos e Convênios;Caixa Eletrônico / Cartão Próprio;10479024;6092954869.14
2023-09-30;3;Correspondentes no País;Empréstimos e Financiamentos;Não aplicável;18284595;78416079244.18
2023-09-30;3;Posto de Atendimento Cooperativo;Outras Financeiras;Não aplicável;233417;3986696565.61
2023-09-30;3;Caixa Eletrônico;Depósito;Caixa Eletrônico / Acesso Restrito;141209083;123770262837.46
2023-09-30;3;Caixa Eletrônico;Outras Financeiras;Caixa Eletrônico / Acesso Restrito;1189983;8165930863.32
2023-09-30;3;Site do Banco (Internet Banking);Saques via Pix;Não aplicável;11;2033.96
2023-09-30;3;Caixa Eletrônico;Saque;Caixa Eletrônico / Acesso Restrito;223640055;144767569739.25
2023-09-30;3;Caixa Eletrônico;Outras não Financeiras;Caixa Eletrônico / Banco24Horas (Terceiros);27432;0.00
2023-09-30;3;Agências;Outras Financeiras;Não aplicável;153182457;3459916426857.80
2023-09-30;3;Caixa Eletrônico;Boletos e Convênios;Caixa Eletrônico / Banco24Horas (Terceiros);679481;69228117848.93
2023-09-30;3;Caixa Eletrônico;Saque;Caixa Eletrônico / Cartão Próprio;80484959;47729466267.04
2023-09-30;3;Caixa Eletrônico;Consulta Saldo/Extrato;Caixa Eletrônico / Cartão Próprio;196223554;0.00
2023-09-30;3;Aplicativo do Banco (Mobile Banking);Pix;Não aplicável;9580933807;2311798804513.05
2023-09-30;3;Caixa Eletrônico;Depósito;Caixa Eletrônico / Cartão Próprio;32692283;37632826380.63
2023-09-30;3;Site do Banco (Internet Banking);Empréstimos e Financiamentos;Não aplicável;95662084;140777224276.80
2023-09-30;3;Aplicativo do Banco (Mobile Banking);Consulta Saldo/Extrato;Não aplicável;22388158216;0.00
2023-09-30;3;Caixa Eletrônico;Saque;Caixa Eletrônico / Banco24Horas (Terceiros);263732115;88228192311.00
2023-09-30;3;Caixa Eletrônico;Empréstimos e Financiamentos;Caixa Eletrônico / Cartão Próprio;616710;1474399026.02
2023-09-30;3;Centrais de Atendimento;Outras não Financeiras;Não aplicável;32177676;0.00
2023-09-30;3;Posto de Atendimento Cooperativo;Ordem de Transferência de Crédito;Não aplicável;6779856;107967485978.31
2023-09-30;3;Centrais de Atendimento;Boletos e Convênios;Não aplicável;128068;262733549.68
2023-09-30;3;Caixa Eletrônico;Empréstimos e Financiamentos;Caixa Eletrônico / Banco24Horas (Terceiros);107678;234184900.21
2023-09-30;3;Posto de Atendimento Cooperativo;Empréstimos e Financiamentos;Não aplicável;2276;13781922.15
2023-09-30;3;Aplicativo do Banco (Mobile Banking);Ordem de Transferência de Crédito;Não aplicável;324854210;962702401393.75
2023-09-30;3;Correspondentes no País;Outras Financeiras;Não aplicável;323896;306854607.91
2023-09-30;3;Centrais de Atendimento;Consulta Saldo/Extrato;Não aplicável;25038683;0.00
2023-09-30;3;Caixa Eletrônico;Ordem de Transferência de Crédito;Caixa Eletrônico / Cartão Próprio;3152922;5240413039.46
2023-09-30;3;Caixa Eletrônico;Ordem de Transferência de Crédito;Caixa Eletrônico / Banco24Horas (Terceiros);447376;451862390.17
2023-09-30;3;Correspondentes no País;Outras não Financeiras;Não aplicável;1865993;0.00
2023-09-30;3;Aplicativo do Banco (Mobile Banking);Outras Financeiras;Não aplicável;693269816;239741324362.17
2023-09-30;3;Agências;Pix;Não aplicável;60988127;18713554621.33
2023-09-30;3;Agências;Saque;Não aplicável;36886285;252571120497.21
2023-09-30;3;Caixa Eletrônico;Consulta Saldo/Extrato;Caixa Eletrônico / Banco24Horas (Terceiros);92467044;0.00
2023-09-30;3;Agências;Ordem de Transferência de Crédito;Não aplicável;50408531;3094168364821.80
2023-09-30;3;Agências;Empréstimos e Financiamentos;Não aplicável;172545614;517027731755.66
2023-09-30;3;Aplicativo do Banco (Mobile Banking);Saques via Pix;Não aplicável;1997067;393844137.83
2023-09-30;3;Caixa Eletrônico;Pix;Caixa Eletrônico / Banco24Horas (Terceiros);1093065;306733208.00
2023-09-30;3;Centrais de Atendimento;Ordem de Transferência de Crédito;Não aplicável;107116;14447802010.24
2023-09-30;3;Correspondentes no País;Boletos e Convênios;Não aplicável;251618852;92771663356.48
2023-09-30;3;Agências;Boletos e Convênios;Não aplicável;46891692;114726967606.96
2023-09-30;3;Site do Banco (Internet Banking);Pix;Não aplicável;194157197;1093164355501.81
2023-09-30;3;Centrais de Atendimento;Empréstimos e Financiamentos;Não aplicável;3633064;11599647475.37
2023-09-30;3;Caixa Eletrônico;Boletos e Convênios;Caixa Eletrônico / Acesso Restrito;26887164;18094344381.91
2023-09-30;3;Caixa Eletrônico;Outras Financeiras;Caixa Eletrônico / Banco24Horas (Terceiros);1245;2981.00
2023-09-30;3;Site do Banco (Internet Banking);Outras Financeiras;Não aplicável;606171244;1947813038148.49
2023-09-30;3;Aplicativo do Banco (Mobile Banking);Empréstimos e Financiamentos;Não aplicável;201583561;79678235761.13
2023-09-30;3;Correspondentes no País;Ordem de Transferência de Crédito;Não aplicável;461475;1457068573.18
2023-09-30;3;Aplicativo do Banco (Mobile Banking);Boletos e Convênios;Não aplicável;1061302473;683421852868.55
2023-09-30;3;Caixa Eletrônico;Outras não Financeiras;Caixa Eletrônico / Acesso Restrito;88583346;0.00
2023-09-30;3;Caixa Eletrônico;Empréstimos e Financiamentos;Caixa Eletrônico / Acesso Restrito;8117305;4465710229.90
2023-09-30;3;Caixa Eletrônico;Consulta Saldo/Extrato;Caixa Eletrônico / Acesso Restrito;198758775;0.00
2023-09-30;3;Agências;Consulta Saldo/Extrato;Não aplicável;122145021;0.00
2023-09-30;3;Correspondentes no País;Saque;Não aplicável;122827742;76145368568.23
2023-09-30;3;Site do Banco (Internet Banking);Ordem de Transferência de Crédito;Não aplicável;203465680;6711514505360.52
2023-09-30;3;Posto de Atendimento Cooperativo;Depósito;Não aplicável;22041486;17876848685.16
2023-09-30;3;Correspondentes no País;Depósito;Não aplicável;102605619;69161445734.60
2023-09-30;3;Agências;Depósito;Não aplicável;35141402;2378432669529.09
2023-09-30;3;Agências;Outras não Financeiras;Não aplicável;57166212;0.00
2023-09-30;3;Caixa Eletrônico;Pix;Caixa Eletrônico / Acesso Restrito;3;3300.00
2023-09-30;3;Centrais de Atendimento;Outras Financeiras;Não aplicável;317416;132382893015.16
2023-09-30;3;Aplicativo do Banco (Mobile Banking);Outras não Financeiras;Não aplicável;4055471962;0.00
2023-09-30;3;Caixa Eletrônico;Outras Financeiras;Caixa Eletrônico / Cartão Próprio;880799;29572014896.76
2023-09-30;3;Site do Banco (Internet Banking);Consulta Saldo/Extrato;Não aplicável;1680136827;0.00
2023-09-30;3;Site do Banco (Internet Banking);Boletos e Convênios;Não aplicável;415578695;1537212386130.90
2023-09-30;3;Posto de Atendimento Cooperativo;Boletos e Convênios;Não aplicável;64526003;64788345141.01
2023-09-30;3;Site do Banco (Internet Banking);Outras não Financeiras;Não aplicável;950380668;0.00
2023-12-31;4;Aplicativo do Banco (Mobile Banking);Boletos e Convênios;Não aplicável;1062982205;731420302452.25
2023-12-31;4;Caixa Eletrônico;Outras não Financeiras;Caixa Eletrônico / Acesso Restrito;87494511;0.00
2023-12-31;4;Centrais de Atendimento;Consulta Saldo/Extrato;Não aplicável;57980859;0.00
2023-12-31;4;Aplicativo do Banco (Mobile Banking);Consulta Saldo/Extrato;Não aplicável;21866654005;0.00
2023-12-31;4;Caixa Eletrônico;Depósito;Caixa Eletrônico / Banco24Horas (Terceiros);6054477;4982501185.00
2023-12-31;4;Correspondentes no País;Depósito;Não aplicável;98008251;67983194719.03
2023-12-31;4;Caixa Eletrônico;Empréstimos e Financiamentos;Caixa Eletrônico / Banco24Horas (Terceiros);99198;223219947.45
2023-12-31;4;Agências;Empréstimos e Financiamentos;Não aplicável;161661030;525575985060.15
2023-12-31;4;Agências;Pix;Não aplicável;72892983;25420973132.54
2023-12-31;4;Caixa Eletrônico;Pix;Caixa Eletrônico / Banco24Horas (Terceiros);1241485;383757878.00
2023-12-31;4;Correspondentes no País;Ordem de Transferência de Crédito;Não aplicável;376774;1242497048.26
2023-12-31;4;Caixa Eletrônico;Empréstimos e Financiamentos;Caixa Eletrônico / Cartão Próprio;654737;1932379301.80
2023-12-31;4;Centrais de Atendimento;Outras Financeiras;Não aplicável;310289;184817371162.55
2023-12-31;4;Site do Banco (Internet Banking);Empréstimos e Financiamentos;Não aplicável;40200754;121303189265.38
2023-12-31;4;Correspondentes no País;Outras não Financeiras;Não aplicável;1707681;0.00
2023-12-31;4;Agências;Consulta Saldo/Extrato;Não aplicável;112903268;0.00
2023-12-31;4;Correspondentes no País;Outras Financeiras;Não aplicável;301222;344564298.71
2023-12-31;4;Caixa Eletrônico;Consulta Saldo/Extrato;Caixa Eletrônico / Acesso Restrito;272862287;0.00
2023-12-31;4;Agências;Saque;Não aplicável;37218099;275937767134.72
2023-12-31;4;Caixa Eletrônico;Boletos e Convênios;Caixa Eletrônico / Cartão Próprio;10155433;6199198266.72
2023-12-31;4;Caixa Eletrônico;Outras Financeiras;Caixa Eletrônico / Cartão Próprio;841426;29457147055.52
2023-12-31;4;Caixa Eletrônico;Consulta Saldo/Extrato;Caixa Eletrônico / Banco24Horas (Terceiros);91366867;0.00
2023-12-31;4;Correspondentes no País;Empréstimos e Financiamentos;Não aplicável;19844375;82553894526.49
2023-12-31;4;Caixa Eletrônico;Empréstimos e Financiamentos;Caixa Eletrônico / Acesso Restrito;8112220;4964794797.43
2023-12-31;4;Posto de Atendimento Cooperativo;Depósito;Não aplicável;25233820;18534160937.19
2023-12-31;4;Caixa Eletrônico;Ordem de Transferência de Crédito;Caixa Eletrônico / Cartão Próprio;3086395;5153405423.06
2023-12-31;4;Caixa Eletrônico;Saque;Caixa Eletrônico / Acesso Restrito;217957879;142900703586.06
2023-12-31;4;Caixa Eletrônico;Pix;Caixa Eletrônico / Acesso Restrito;1;1790.00
2023-12-31;4;Correspondentes no País;Consulta Saldo/Extrato;Não aplicável;14892016;0.00
