data_trimestre;trimestre;bandeira;funcao;categoria;modalidade;qtd_cartoes_emitidos;qtd_cartoes_ativos;qtd_transacoes_nacionais;valor_transacoes_nacionais;qtd_transacoes_internacionais;valor_transacoes_internacionais
2025-06-30;2;VISA;Pré-Pago;Intermediário;Puro;17322;603;3971;227168.79;0;0.00
2025-06-30;2;VISA;Pré-Pago;Premium;Puro;1490;1386;30680;1938546.34;9;970.46
2025-06-30;2;VISA;Crédito;Empresarial;Co-branded;211;100;1577;1515978.78;12;3388.00
2025-06-30;2;MasterCard;Crédito;Premium;Puro;9463751;6829999;504049847;96735858166.98;8895605;4609689186.88
2025-06-30;2;VISA;Crédito;Premium;Puro;10609882;6408841;393555735;73895243398.83;5837667;3128203367.68
2025-06-30;2;MasterCard;Débito;Básico Internacional;Puro;33143876;10298931;403080916;26317137036.47;42660;9308284.24
2025-06-30;2;VISA;Pré-Pago;Corporativo;Puro;1563397;155754;4413439;659738474.10;483475;132646481.83
2025-06-30;2;Elo;Crédito;Intermediário;Puro;9579811;3325297;57434500;6382910182.15;17442;2927820.73
2025-06-30;2;MasterCard;Débito;Intermediário;Co-branded;36290177;8169921;181426070;5636656212.63;0;0.00
2025-06-30;2;Outras;Débito;Outros;Puro;4094950;1665133;35210017;3767801720.71;0;0.00
2025-06-30;2;MasterCard;Pré-Pago;Básico Internacional;Puro;6070656;1354942;22178910;946159422.83;227474;12466198.99
2025-06-30;2;MasterCard;Crédito;Premium;Híbrido;74555;57151;2594221;885096079.30;119339;77678798.82
2025-06-30;2;American Express;Crédito;Premium;Puro;492959;395967;15788901;4246258328.03;342483;357205387.13
2025-06-30;2;Outras;Crédito;Outros;Puro;8445831;3977373;261414273;7008994348.17;0;0.00
2025-06-30;2;American Express;Crédito;Corporativo;Puro;56527;43072;1246961;1109007376.70;106850;161627351.55
2025-06-30;2;MasterCard;Crédito;Básico Internacional;Puro;87755271;18043003;214236066;21974778036.02;636802;89175330.15
2025-06-30;2;MasterCard;Débito;Básico Nacional;Puro;380468;262891;9032501;700214934.68;15;4233.53
2025-06-30;2;Elo;Crédito;Empresarial;Puro;390323;290244;6914954;3144155563.14;19645;12760318.23
2025-06-30;2;Elo;Pré-Pago;Básico Internacional;Puro;527221;12079;451865;38626729.01;7813;1581191.62
2025-06-30;2;Hipercard;Crédito;Platinum;Puro;17939;5951;2347143;402814642.46;1;0.01
2025-06-30;2;Bandeira própria;Crédito;Básico Nacional;Co-branded;5657154;1507960;16239354;1873505725.90;0;0.00
2025-06-30;2;MasterCard;Débito;Básico Internacional;Co-branded;1272061;21310;629788;30311385.40;0;0.00
2025-06-30;2;MasterCard;Débito;Empresarial;Puro;2457856;347016;17263631;1150240608.04;155;97138.99
2025-06-30;2;American Express;Crédito;Premium;Co-branded;37827;29392;484933;113940251.25;10510;14114663.80
2025-06-30;2;MasterCard;Pré-Pago;Premium;Puro;742596;255422;9329790;592377001.20;0;0.00
2025-06-30;2;VISA;Crédito;Intermediário;Co-branded;24751440;22882395;176275455;22607951298.09;388479;65515008.11
2025-06-30;2;VISA;Crédito;Básico Nacional;Puro;10844428;7517951;201064106;20097040098.47;383338;85307633.68
2025-06-30;2;Elo;Pré-Pago;Básico Internacional;Co-branded;391297;168241;1356460;97816437.38;94;16490.15
2025-06-30;2;Elo;Crédito;Premium;Puro;363380;333629;12258277;2438283637.73;35999;17386640.10
2025-06-30;2;Elo;Crédito;Platinum;Puro;152885;135525;3974418;592497734.60;5571;1571448.86
2025-06-30;2;MasterCard;Débito;Platinum;Puro;1044163;370634;12587392;898921972.06;456;134586.44
2025-06-30;2;MasterCard;Crédito;Premium;Co-branded;929245;756740;26159074;7011063557.12;661691;393408637.70
2025-06-30;2;MasterCard;Pré-Pago;Empresarial;Puro;4783790;1040509;53964057;3081048791.50;17;2144.49
2025-06-30;2;VISA;Crédito;Básico Nacional;Co-branded;6339270;394586;3885843;511315010.18;3597;487973.67
2025-06-30;2;American Express;Crédito;Empresarial;Puro;33713;24817;811835;559146043.54;34459;52487850.39
2025-06-30;2;Elo;Débito;Básico Internacional;Puro;667823;554075;2593545;146907525.27;3;207.05
2025-06-30;2;VISA;Crédito;Premium;Co-branded;430140;403668;32304119;8329713137.26;594712;320466302.83
2025-06-30;2;MasterCard;Crédito;Outros;Puro;2809554;733821;12840450;771792893.09;5073;2387252.06
2025-06-30;2;VISA;Débito;Platinum;Puro;7139921;3162530;42188410;3526612621.16;620201;111201920.18
2025-06-30;2;MasterCard;Crédito;Básico Internacional;Híbrido;25294943;7659372;94523165;11492132929.47;129707;17788482.74
2025-06-30;2;American Express;Crédito;Básico Nacional;Puro;31992;24344;634000;92073762.55;2777;1048177.51
2025-06-30;2;Elo;Crédito;Básico Nacional;Puro;4686053;2847694;92534837;9774551497.11;90245;28388845.10
2025-06-30;2;Elo;Crédito;Outros;Puro;254368;208585;12334945;3001113697.93;40650;21676845.80
2025-06-30;2;MasterCard;Pré-Pago;Platinum;Puro;10972389;4562844;165432997;7796508916.55;0;0.00
2025-06-30;2;MasterCard;Crédito;Básico Nacional;Co-branded;11872782;130834;2690983;350606090.65;120;75334.00
2025-06-30;2;MasterCard;Débito;Outros;Puro;848912;199313;5506589;284048382.70;1292;965302.51
2025-06-30;2;VISA;Crédito;Platinum;Híbrido;714480;404618;12864290;2473433250.89;210359;84771586.20
2025-06-30;2;MasterCard;Débito;Premium;Co-branded;230527;61686;899637;51928833.01;0;0.00
2025-06-30;2;VISA;Crédito;Intermediário;Híbrido;1432754;761996;16599326;2700512149.17;132006;36247388.56
2025-06-30;2;VISA;Débito;Intermediário;Puro;10457430;4818567;124038140;7579572185.16;2535;426966.18
2025-06-30;2;MasterCard;Crédito;Básico Nacional;Puro;6204076;1868434;24409300;2225466310.85;11584;1188078.36
2025-06-30;2;MasterCard;Crédito;Empresarial;Híbrido;42244;19388;376239;115289145.25;6549;3627371.33
2025-06-30;2;VISA;Crédito;Básico Nacional;Híbrido;4999625;129776;1816732;238992333.18;131;13918.76
2025-06-30;2;American Express;Crédito;Intermediário;Puro;302834;229901;7666945;1327005184.58;53727;29531992.19
2025-06-30;2;MasterCard;Crédito;Intermediário;Puro;99385150;45243238;1169540249;108005301393.09;6426516;770256487.48
2025-06-30;2;VISA;Pré-Pago;Intermediário;Co-branded;55132;755;4477;271089.49;0;0.00
2025-06-30;2;MasterCard;Crédito;Básico Internacional;Co-branded;5638976;1359533;17037781;2277603753.76;41227;6416932.62
2025-06-30;2;Outras;Crédito;Básico Internacional;Puro;1033286;398841;34892;3569846.23;0;0.00
2025-06-30;2;MasterCard;Crédito;Corporativo;Co-branded;109982;3741;11664;3927296.74;602;571130.28
2025-06-30;2;Elo;Pré-Pago;Intermediário;Puro;19866822;42570;805389;36528931.41;0;0.00
2025-06-30;2;VISA;Crédito;Intermediário;Puro;24136126;13162235;361391885;42741257983.92;1267082;244201370.74
2025-06-30;2;American Express;Pré-Pago;Platinum;Puro;39;14;51;43728.69;0;0.00
2025-06-30;2;VISA;Débito;Básico Nacional;Co-branded;275076;247568;737748;101741248.24;0;0.00
2025-06-30;2;VISA;Pré-Pago;Outros;Puro;22397414;6326826;38151059;2063711962.89;80665;12353485.28
2025-06-30;2;Bandeira própria;Pré-Pago;Outros;Puro;2109981;1815526;308113;175768602.99;0;0.00
2025-06-30;2;Elo;Débito;Outros;Híbrido;206312;129560;412373;42055654.89;0;0.00
2025-06-30;2;Bandeira própria;Crédito;Outros;Puro;7255678;2496797;13243063;1171026029.16;0;0.00
2025-06-30;2;VISA;Crédito;Básico Internacional;Puro;37354670;14985488;250543739;24748133238.41;720191;118767085.13
2025-06-30;2;Hipercard;Crédito;Intermediário;Puro;395;15;43;7724.23;1;0.01
2025-06-30;2;VISA;Pré-Pago;Empresarial;Puro;2657644;767003;8020445;507048283.29;18550;1450132.75
2025-06-30;2;VISA;Crédito;Outros;Puro;8779342;2705234;68167776;6452019559.26;328271;289776875.25
2025-06-30;2;VISA;Débito;Básico Internacional;Puro;193660688;49804726;1337305508;81852299324.23;34564;6529630.70
2025-06-30;2;MasterCard;Pré-Pago;Básico Nacional;Puro;2304580;112462;1878451;111088600.40;2992;309481.81
2025-06-30;2;MasterCard;Crédito;Corporativo;Puro;1044341;688036;9063748;4708709957.58;490023;538156267.34
2025-06-30;2;American Express;Crédito;Platinum;Puro;606;401;4430;5173179.18;746;4457150.60
2025-06-30;2;Elo;Débito;Empresarial;Puro;988397;336498;8266714;1015470985.88;0;0.00
2025-06-30;2;MasterCard;Crédito;Corporativo;Híbrido;7677079;2554230;39569271;2439685381.73;527403;23083291.79
2025-06-30;2;MasterCard;Débito;Platinum;Co-branded;647072;183974;3296201;118838646.26;0;0.00
2025-06-30;2;American Express;Crédito;Platinum;Co-branded;15937;10822;306316;42010250.54;1664;687690.31
2025-06-30;2;MasterCard;Crédito;Empresarial;Puro;9214800;3838325;79948385;22473685947.71;1405387;787574809.26
2025-06-30;2;VISA;Débito;Outros;Híbrido;88044;74843;582380;112837000.96;0;0.00
2025-06-30;2;Outras;Débito;Corporativo;Puro;96886;78630;78619;7357775.95;0;0.00
2025-06-30;2;MasterCard;Crédito;Intermediário;Co-branded;60231871;30909721;178707187;19708991833.00;479605;74125604.59
2025-06-30;2;MasterCard;Pré-Pago;Intermediário;Puro;67838337;30735802;1334069362;47124784194.49;1;0.01
2025-06-30;2;MasterCard;Débito;Premium;Puro;648418;289110;8716227;634318266.03;926;502623.63
2025-06-30;2;VISA;Crédito;Premium;Híbrido;92573;70757;4967915;1632419994.55;229052;144741039.90
2025-06-30;2;MasterCard;Crédito;Empresarial;Co-branded;8392;3428;136;48537.54;1;0.01
2025-06-30;2;MasterCard;Pré-Pago;Corporativo;Puro;4082956;1066693;308141;6253812.64;3;180.80
2025-06-30;2;Bandeira própria;Crédito;Intermediário;Puro;148080;34149;2266531;601109270.74;0;0.00
2025-06-30;2;Elo;Pré-Pago;Básico Nacional;Co-branded;3104;403;3449;276849.82;0;0.00
2025-06-30;2;VISA;Crédito;Platinum;Puro;9774456;6931428;286529940;42223548485.96;1891791;613220158.29
2025-06-30;2;MasterCard;Pré-Pago;Outros;Puro;3208924;144203;2106406;145727392.15;20676;2605236.56
2025-06-30;2;VISA;Débito;Básico Nacional;Puro;15376920;7568257;224696434;14212365947.86;8090;543334.61
2025-06-30;2;Elo;Pré-Pago;Premium;Puro;6770;0;397;19332.89;0;0.00
2025-06-30;2;VISA;Débito;Empresarial;Puro;3338923;1167039;36714493;3634716481.28;5890;1131893.41
2025-06-30;2;Outras;Pré-Pago;Outros;Puro;7412300;3673750;260450799;6935771412.17;0;0.00
2025-06-30;2;MasterCard;Crédito;Platinum;Co-branded;2050888;1609349;35143528;5394191712.97;308616;101792563.47
2025-06-30;2;Elo;Crédito;Outros;Híbrido;35888;6230;14457;494930.83;0;0.00
2025-06-30;2;VISA;Crédito;Platinum;Co-branded;388692;345045;18073070;2979743731.99;175088;63893011.76
2025-06-30;2;VISA;Crédito;Empresarial;Híbrido;20451;8446;93781;132651624.07;239;181068.85
2025-09-30;3;MasterCard;Crédito;Básico Nacional;Híbrido;7702272;955954;18633025;2620147424.72;20018;3134159.22
2025-09-30;3;Bandeira própria;Crédito;Intermediário;Puro;151661;32527;2434170;653670020.04;0;0.00
2025-09-30;3;VISA;Pré-Pago;Básico Internacional;Co-branded;750406;27220;551461;23359691.00;51;5215.00
2025-09-30;3;VISA;Crédito;Empresarial;Híbrido;18456;7945;93021;130380781.76;415;233181.98
2025-09-30;3;Elo;Pré-Pago;Intermediário;Puro;20318545;47108;796815;36798162.04;0;0.00
2025-09-30;3;VISA;Crédito;Básico Nacional;Co-branded;6370672;393072;3904910;513979157.97;3311;344333.25
2025-09-30;3;Outras;Crédito;Outros;Puro;8471297;5490653;272608034;7671516590.07;0;0.00
2025-09-30;3;American Express;Crédito;Intermediário;Puro;314662;240271;7784579;1334039037.77;59709;29958158.19
2025-09-30;3;MasterCard;Crédito;Básico Internacional;Puro;89562459;17493417;210440915;21701731709.49;669217;95462719.03
2025-09-30;3;Elo;Crédito;Básico Internacional;Co-branded;833684;82173;927413;85125699.88;196;26345.39
2025-09-30;3;VISA;Crédito;Platinum;Co-branded;378391;329451;18423559;3085288136.86;191370;67619456.61
2025-09-30;3;MasterCard;Pré-Pago;Premium;Puro;811908;265714;10030699;623859712.11;0;0.00
2025-09-30;3;Bandeira própria;Crédito;Básico Nacional;Co-branded;8223750;1537516;18167429;2077686498.38;0;0.00
2025-09-30;3;VISA;Pré-Pago;Básico Internacional;Puro;106334559;18273076;263459578;10834185799.11;1650177;217347190.10
2025-09-30;3;MasterCard;Débito;Outros;Puro;893867;209475;5746470;295975965.47;1570;1315355.18
2025-09-30;3;MasterCard;Crédito;Empresarial;Co-branded;95262;651;4039;256369.70;1;0.01
2025-09-30;3;MasterCard;Pré-Pago;Platinum;Puro;11263868;4605536;172755704;8080382307.17;0;0.00
2025-09-30;3;VISA;Débito;Básico Nacional;Puro;16252011;7772108;232140623;14425071423.84;7017;759297.26
2025-09-30;3;Outras;Débito;Corporativo;Puro;97779;84036;70935;6879401.89;0;0.00
2025-09-30;3;MasterCard;Crédito;Intermediário;Puro;102923337;45534941;1193806028;109687681159.69;6721827;804888671.24
2025-09-30;3;Elo;Crédito;Básico Nacional;Puro;4915290;2973766;99236558;10356254313.17;98614;30697734.92
2025-09-30;3;VISA;Pré-Pago;Outros;Puro;19942135;2487757;35061044;2080725432.89;85376;16337958.01
2025-09-30;3;MasterCard;Débito;Premium;Co-branded;221110;88561;1378638;75899135.26;0;0.00
2025-09-30;3;VISA;Crédito;Premium;Puro;11371664;6667194;419030128;79041323681.22;6771049;3395592218.89
2025-09-30;3;Elo;Débito;Básico Internacional;Puro;670788;555096;2383385;132497548.48;11;3204.87
2025-09-30;3;MasterCard;Débito;Empresarial;Co-branded;95250;5229;222911;15998588.96;0;0.00
2025-09-30;3;MasterCard;Crédito;Outros;Puro;2834103;662198;11566123;684396712.44;4575;1403988.70
2025-09-30;3;MasterCard;Débito;Platinum;Híbrido;6756;3013;61850;6158092.35;3;310.77
2025-09-30;3;Bandeira própria;Crédito;Básico Nacional;Puro;16882;6549;1;100.00;0;0.00
2025-09-30;3;VISA;Débito;Premium;Puro;1696837;1023178;37402093;3223467240.41;51224;11998307.21
2025-09-30;3;MasterCard;Crédito;Premium;Puro;9895366;7116894;532718046;102807769879.90;10253323;5064259853.11
2025-09-30;3;MasterCard;Débito;Básico Nacional;Puro;365732;257001;8961827;688603374.22;16;5269.53
2025-09-30;3;Elo;Pré-Pago;Básico Nacional;Co-branded;4367;678;3381;251114.67;0;0.00
2025-09-30;3;VISA;Débito;Básico Internacional;Co-branded;6544;2019;22787;2224111.16;0;0.00
2025-09-30;3;VISA;Pré-Pago;Platinum;Puro;345909;104922;926106;36713770.03;511;67815.39
2025-09-30;3;MasterCard;Crédito;Intermediário;Híbrido;7304158;4995304;104976395;14961555441.50;109899;24576772.52
2025-09-30;3;VISA;Crédito;Intermediário;Híbrido;3207058;888286;18012341;2874253397.34;153074;41321441.87
2025-09-30;3;MasterCard;Crédito;Corporativo;Híbrido;8428490;2783848;43430689;2601621127.02;390357;24858234.87
2025-09-30;3;VISA;Pré-Pago;Intermediário;Puro;26371;718;4167;216862.65;0;0.00
2025-09-30;3;VISA;Débito;Básico Nacional;Co-branded;292994;263695;754879;100488505.05;0;0.00
2025-09-30;3;MasterCard;Débito;Básico Internacional;Co-branded;1379453;1029076;2521407;80309995.41;0;0.00
2025-09-30;3;MasterCard;Pré-Pago;Corporativo;Puro;4103220;271280;242092;6272668.53;4;778.11
2025-09-30;3;Elo;Crédito;Básico Nacional;Co-branded;1634570;638458;5141577;881766681.82;0;0.00
2025-09-30;3;MasterCard;Débito;Platinum;Puro;1195903;420715;13401374;933909292.57;503;147247.80
2025-09-30;3;Elo;Pré-Pago;Corporativo;Puro;869206;582184;2058780;121053148.25;0;0.00
2025-09-30;3;MasterCard;Crédito;Platinum;Híbrido;639723;406303;9354915;1848837315.00;150965;57384473.43
2025-09-30;3;Elo;Crédito;Outros;Puro;280514;226126;12242948;2993016057.91;41123;20168248.86
2025-09-30;3;VISA;Crédito;Empresarial;Co-branded;198;96;1433;1115991.23;6;1115.64
2025-09-30;3;MasterCard;Crédito;Premium;Co-branded;1139168;921098;30456210;7986906971.31;785760;445174955.54
2025-09-30;3;Elo;Crédito;Empresarial;Puro;393173;270652;7099960;3292408902.71;22018;13526015.31
2025-09-30;3;Elo;Pré-Pago;Empresarial;Puro;297121;154961;2704152;256176469.13;0;0.00
2025-09-30;3;VISA;Crédito;Intermediário;Puro;24067663;12477905;360683473;42340850896.74;1340041;257782103.62
2025-09-30;3;MasterCard;Débito;Empresarial;Puro;3488746;347382;17861069;1174038492.97;189;77411.96
2025-09-30;3;VISA;Crédito;Básico Nacional;Híbrido;478048;44486;1311162;180123123.24;168;19196.30
2025-09-30;3;VISA;Crédito;Básico Nacional;Puro;11507503;7825162;208364848;21056562094.56;422104;98099897.74
2025-09-30;3;MasterCard;Crédito;Empresarial;Puro;9773830;3991702;83864645;23524288961.53;1558823;803264035.72
2025-09-30;3;Elo;Pré-Pago;Básico Nacional;Puro;77006;61;62;2366.40;1;115.93
2025-09-30;3;MasterCard;Crédito;Outros;Co-branded;1096166;15406;7263;253761.14;202;3048.81
2025-09-30;3;VISA;Crédito;Básico Internacional;Puro;35941083;14388451;252438223;24726267289.83;778328;123885457.38
2025-09-30;3;Elo;Crédito;Básico Internacional;Puro;2700077;1701586;44927475;8456715356.89;81019;31342366.43
2025-09-30;3;VISA;Débito;Intermediário;Puro;10618348;4837191;122818464;7459450853.58;3014;537136.69
2025-09-30;3;MasterCard;Crédito;Premium;Híbrido;104571;75728;3171350;1040211867.10;146012;90281562.73
2025-09-30;3;VISA;Crédito;Básico Internacional;Híbrido;6819974;1708904;37464850;5062914508.18;155748;35334238.62
2025-09-30;3;Outras;Crédito;Básico Internacional;Puro;1070525;390470;32758;3385902.56;0;0.00
2025-09-30;3;American Express;Crédito;Platinum;Co-branded;16198;10204;295832;39457451.57;1671;586243.35
2025-09-30;3;MasterCard;Débito;Intermediário;Puro;81789041;43776934;960136111;45923998430.67;31174;7140203.53
2025-09-30;3;MasterCard;Pré-Pago;Básico Internacional;Puro;6402711;1652429;27347139;1173675830.90;297748;16647598.53
2025-09-30;3;American Express;Crédito;Empresarial;Puro;35995;26556;860172;576833383.53;36183;51740160.39
2025-09-30;3;Elo;Pré-Pago;Básico Internacional;Puro;543452;12831;341694;31186630.21;7360;1342303.50
2025-09-30;3;Elo;Crédito;Premium;Puro;383064;281964;13233079;2659095250.43;38931;17298966.47
2025-09-30;3;VISA;Pré-Pago;Intermediário;Co-branded;62112;998;6392;385710.80;0;0.00
2025-09-30;3;Bandeira própria;Pré-Pago;Outros;Puro;2079242;2036723;277372;165301571.56;0;0.00
2025-09-30;3;Elo;Débito;Empresarial;Puro;1033502;324456;8506957;1018878533.19;0;0.00
2025-09-30;3;Hipercard;Crédito;Intermediário;Puro;393;13;1;0.01;1;0.01
2025-09-30;3;VISA;Crédito;Empresarial;Puro;4485189;2227650;56896291;17779570175.09;688033;501798459.77
2025-09-30;3;Elo;Pré-Pago;Premium;Puro;6770;0;418;29913.92;0;0.00
2025-09-30;3;VISA;Crédito;Corporativo;Puro;691674;351073;7589670;3400729255.45;423829;397454915.72
2025-09-30;3;MasterCard;Crédito;Intermediário;Co-branded;55706439;32680968;179380641;19831503080.95;515448;86121052.83
2025-09-30;3;Elo;Pré-Pago;Outros;Puro;3169733;2096325;14845577;1045765368.75;0;0.00
2025-09-30;3;MasterCard;Débito;Intermediário;Co-branded;22658333;8284729;186001869;5624369924.06;0;0.00
2025-09-30;3;Elo;Crédito;Corporativo;Puro;192857;68451;455909;141819088.11;874;724203.66
2025-09-30;3;Elo;Débito;Básico Nacional;Puro;184078863;26420140;623426969;36133356530.54;0;0.00
2025-09-30;3;MasterCard;Pré-Pago;Empresarial;Puro;5138681;1075030;57888957;3263209493.13;15;1994.28
2025-09-30;3;VISA;Crédito;Platinum;Puro;10544472;7309640;301249065;44235258457.23;2048970;620409158.94
2025-09-30;3;American Express;Crédito;Premium;Co-branded;36210;27028;483819;113697312.56;11591;18531816.35
2025-09-30;3;Elo;Crédito;Platinum;Puro;161554;117290;4259206;632484666.95;6486;1425757.45
2025-09-30;3;MasterCard;Crédito;Básico Nacional;Puro;6339346;1913066;24440439;2259196748.34;11853;1223604.70
2025-09-30;3;MasterCard;Crédito;Básico Internacional;Híbrido;26595685;7837152;95206342;11670793268.89;135530;19369789.45
2025-09-30;3;American Express;Pré-Pago;Platinum;Puro;39;15;119;39941.27;0;0.00
2025-09-30;3;MasterCard;Crédito;Básico Internacional;Co-branded;5355761;1343065;16636412;2189314241.40;42732;6625456.02
2025-09-30;3;VISA;Crédito;Platinum;Híbrido;740155;425414;13692357;2628402165.60;252835;95184390.41
2025-09-30;3;VISA;Débito;Platinum;Puro;7659240;3227600;42602393;3513879235.06;980963;169295537.91
2025-09-30;3;MasterCard;Pré-Pago;Outros;Puro;2270733;148130;2018005;165218343.74;19846;2718999.23
2025-09-30;3;VISA;Pré-Pago;Premium;Puro;6214;3264;105501;7256295.84;29;10289.95
2025-09-30;3;MasterCard;Débito;Premium;Híbrido;2316;1152;20382;2177001.13;3;3819.03
2025-09-30;3;MasterCard;Crédito;Platinum;Co-branded;2782328;2119649;37766881;5576965952.28;329091;102842946.03
2025-09-30;3;Outras;Débito;Outros;Puro;4049688;1656465;34473236;3598479956.56;0;0.00
2025-09-30;3;VISA;Pré-Pago;Básico Nacional;Puro;794572;144060;1467808;1801431910.76;12447;1718296.32
2025-09-30;3;VISA;Crédito;Premium;Híbrido;121630;99409;5748739;1846024871.80;291114;173994770.90
2025-09-30;3;MasterCard;Pré-Pago;Básico Nacional;Puro;2344046;132607;1759029;102541953.74;3012;206908.37
2025-09-30;3;VISA;Pré-Pago;Corporativo;Puro;1275490;133376;4350353;684707489.95;480801;127442894.52
2025-09-30;3;MasterCard;Pré-Pago;Intermediário;Puro;69530003;30867768;1369533499;47817613003.79;0;0.00
2025-09-30;3;Bandeira própria;Crédito;Outros;Puro;7512614;2700806;12263402;1078577033.98;0;0.00
2025-09-30;3;American Express;Crédito;Platinum;Puro;103;69;1228;190426.10;13;1230.78
2025-09-30;3;VISA;Pré-Pago;Empresarial;Puro;2908332;1391827;7551645;479474562.45;12350;1627975.97
2025-09-30;3;MasterCard;Débito;Básico Internacional;Puro;33644253;10082949;408157287;26528036955.76;38988;8948902.61
2025-09-30;3;MasterCard;Débito;Básico Internacional;Híbrido;262143;81108;679198;54507555.71;9;1389.63
2025-09-30;3;MasterCard;Débito;Platinum;Co-branded;752881;306479;5989424;208073948.74;0;0.00
2025-09-30;3;Hipercard;Crédito;Platinum;Puro;10884;1444;164646;24310334.11;1;0.01
2025-09-30;3;American Express;Crédito;Premium;Puro;515305;410429;15947997;4270307708.14;384089;393912689.73
2025-09-30;3;Elo;Crédito;Intermediário;Puro;9808017;2965727;54378395;6527857813.47;19664;2865408.84
2025-09-30;3;VISA;Débito;Básico Internacional;Puro;192939553;48890105;1323953487;80205752146.01;38890;8067823.75
2025-09-30;3;MasterCard;Crédito;Corporativo;Co-branded;70003;4518;16511;5312670.94;688;1056131.49
2025-09-30;3;VISA;Crédito;Premium;Co-branded;424682;405485;32869265;8557078433.25;634731;324783448.71
2025-09-30;3;VISA;Crédito;Intermediário;Co-branded;27327159;25813850;199974626;26417702849.71;455719;79442844.58
2025-09-30;3;Outras;Débito;Empresarial;Puro;93;26;41;5657.63;0;0.00
2025-09-30;3;MasterCard;Crédito;Empresarial;Híbrido;42902;19341;651034;169907712.83;8828;4783918.17
2025-09-30;3;Elo;Pré-Pago;Básico Internacional;Co-branded;469433;218052;1829410;124382408.34;168;9281.35
2025-09-30;3;American Express;Crédito;Básico Nacional;Puro;31431;24414;619212;90341782.25;3036;1029181.23
2025-09-30;3;American Express;Crédito;Corporativo;Puro;56466;43111;1259974;1189966335.64;96103;125973888.27
2025-09-30;3;MasterCard;Débito;Premium;Puro;509825;239176;7388290;548604313.59;923;435790.14
2025-09-30;3;Outras;Pré-Pago;Outros;Puro;7451900;5202900;271698374;7601170749.28;0;0.00
2025-09-30;3;Bandeira própria;Débito;Básico Nacional;Puro;16882;6549;1;100.00;0;0.00
2025-09-30;3;VISA;Débito;Empresarial;Puro;3533361;1148887;38210868;3662235334.13;7136;1341308.44
2025-09-30;3;MasterCard;Crédito;Básico Nacional;Co-branded;11869296;122350;2657705;343416203.74;124;60749.38
2025-09-30;3;MasterCard;Crédito;Corporativo;Puro;1205225;782379;9492882;5252096019.60;467030;488260343.94
2025-09-30;3;MasterCard;Débito;Intermediário;Híbrido;138227;56412;897037;79971376.66;2;159.01
2025-09-30;3;VISA;Débito;Básico Internacional;Híbrido;342779;13165;181318;8280711.48;0;0.00
2025-09-30;3;Bandeira própria;Crédito;Básico Nacional;Híbrido;658749;275311;2803936;499519862.64;0;0.00
2025-09-30;3;VISA;Crédito;Outros;Puro;9682453;2854913;74139334;7216282631.27;429206;360162472.53
2025-09-30;3;VISA;Crédito;Básico Internacional;Co-branded;14351818;3996056;32261384;3871123488.60;76990;9993540.01
2025-09-30;3;MasterCard;Crédito;Platinum;Puro;24043411;15704486;629910667;77933171962.60;4213742;828778001.69
2025-12-31;4;VISA;Crédito;Premium;Híbrido;150419;120008;6910739;2203289592.25;320379;196658648.17
2025-12-31;4;MasterCard;Crédito;Empresarial;Puro;10234651;4089994;86841486;24680977682.79;1718526;839840887.85
2025-12-31;4;VISA;Pré-Pago;Básico Internacional;Puro;127472135;19737267;292232022;12378834566.93;1796079;214466986.49
2025-12-31;4;MasterCard;Crédito;Premium;Híbrido;109138;85022;3778552;1230949140.88;160361;100017471.40
2025-12-31;4;Bandeira própria;Crédito;Outros;Puro;6735105;1555145;8315179;772790364.89;0;0.00
2025-12-31;4;MasterCard;Débito;Outros;Puro;938446;222232;6386022;347466149.62;2912;1539786.80
2025-12-31;4;MasterCard;Pré-Pago;Premium;Puro;863173;273889;10786225;695024145.70;0;0.00
2025-12-31;4;MasterCard;Crédito;Outros;Co-branded;1096420;15461;6706;287583.32;329;2909.41
2025-12-31;4;Bandeira própria;Crédito;Básico Nacional;Híbrido;619398;269464;2812103;509824533.55;0;0.00
2025-12-31;4;Elo;Pré-Pago;Corporativo;Puro;923160;535324;2247360;144487006.14;0;0.00
2025-12-31;4;Bandeira própria;Crédito;Intermediário;Puro;153859;33831;2413459;654172935.40;0;0.00
2025-12-31;4;MasterCard;Débito;Básico Internacional;Híbrido;279960;85169;710119;58117209.45;16;1846.65
2025-12-31;4;MasterCard;Débito;Intermediário;Puro;84215680;44467950;1024242674;50339113298.86;29976;7045971.73
2025-12-31;4;Elo;Débito;Básico Internacional;Puro;686753;510880;2475133;142323654.86;7;612.01
2025-12-31;4;VISA;Crédito;Platinum;Co-branded;384799;327719;19650122;3534579697.61;203589;70746446.74
2025-12-31;4;VISA;Crédito;Corporativo;Puro;697256;333204;7586001;3749556791.12;462367;428952733.53
2025-12-31;4;VISA;Crédito;Platinum;Híbrido;769307;469711;14274031;2835084081.52;240455;91908663.91
2025-12-31;4;Elo;Débito;Básico Nacional;Puro;185755408;26171112;671731861;39577024705.25;0;0.00
2025-12-31;4;VISA;Crédito;Intermediário;Híbrido;1613098;898169;17681896;2937194495.41;143419;37978032.96
2025-12-31;4;VISA;Crédito;Premium;Puro;12107962;7071274;451999099;88569200852.68;6735766;3419386913.40
2025-12-31;4;Elo;Pré-Pago;Básico Nacional;Co-branded;4546;701;2438;226433.10;0;0.00
